"Ptt","Date","Latitude","Longitude","Quality","Error.radius","Error.Semi.major.axis","Error.Semi.minor.axis","Error.Ellipse.orientation"
104833,2011-11-04 15:02:00,29.772,-85.46,"B",NA,NA,NA,NA
104833,2011-11-04 21:17:00,29.761,-85.312,"B",NA,NA,NA,NA
104833,2011-11-05 02:29:00,29.766,-85.328,"B",NA,NA,NA,NA
104833,2011-11-05 08:42:00,29.731,-85.374,"A",NA,NA,NA,NA
104833,2011-11-06 08:32:00,29.742,-85.378,"2",NA,NA,NA,NA
104833,2011-11-07 19:40:00,29.745,-85.369,"B",NA,NA,NA,NA
104833,2011-11-07 20:43:00,29.738,-85.279,"B",NA,NA,NA,NA
104833,2011-11-08 01:47:00,29.671,-85.492,"B",NA,NA,NA,NA
104833,2011-11-08 08:14:00,29.76,-85.106,"B",NA,NA,NA,NA
104833,2011-11-08 15:27:00,29.669,-85.775,"B",NA,NA,NA,NA
104833,2011-11-08 19:27:00,29.728,-85.449,"B",NA,NA,NA,NA
104833,2011-11-09 01:39:00,29.729,-85.37,"B",NA,NA,NA,NA
104833,2011-11-09 15:04:00,29.679,-85.347,"B",NA,NA,NA,NA
104833,2011-11-10 01:25:00,29.718,-85.413,"B",NA,NA,NA,NA
104833,2011-11-10 07:03:00,29.725,-85.382,"A",NA,NA,NA,NA
104833,2011-11-10 07:51:00,29.715,-85.366,"1",NA,NA,NA,NA
104833,2011-11-10 22:14:00,29.714,-85.362,"A",NA,NA,NA,NA
104833,2011-11-11 01:46:00,29.725,-85.358,"B",NA,NA,NA,NA
104833,2011-11-11 10:14:00,29.768,-85.35,"A",NA,NA,NA,NA
104833,2011-11-11 12:27:00,29.729,-85.363,"B",NA,NA,NA,NA
104833,2011-11-11 14:07:00,29.739,-85.371,"3",NA,NA,NA,NA
104833,2011-11-12 01:37:00,29.74,-85.364,"1",NA,NA,NA,NA
104833,2011-11-12 03:16:00,29.743,-85.363,"0",NA,NA,NA,NA
104833,2011-11-12 13:34:00,29.755,-85.391,"B",NA,NA,NA,NA
104833,2011-11-12 15:24:00,29.725,-85.395,"A",NA,NA,NA,NA
104833,2011-11-12 17:09:00,29.762,-85.47,"A",NA,NA,NA,NA
104833,2011-11-12 18:48:00,29.776,-85.386,"A",NA,NA,NA,NA
104833,2011-11-12 19:51:00,30.037,-84.116,"B",NA,NA,NA,NA
104833,2011-11-13 01:21:00,29.766,-85.371,"1",NA,NA,NA,NA
104833,2011-11-13 18:31:00,29.783,-85.625,"0",NA,NA,NA,NA
104833,2011-11-13 20:21:00,29.769,-85.391,"B",NA,NA,NA,NA
104833,2011-11-15 10:35:00,29.742,-85.241,"B",NA,NA,NA,NA
104833,2011-11-15 19:11:00,29.743,-85.399,"B",NA,NA,NA,NA
104833,2011-11-16 15:57:00,29.684,-85.306,"B",NA,NA,NA,NA
104833,2011-11-17 06:37:00,29.705,-85.307,"B",NA,NA,NA,NA
104833,2011-11-18 02:24:00,29.729,-85.406,"B",NA,NA,NA,NA
104833,2011-11-18 07:19:00,29.716,-85.377,"B",NA,NA,NA,NA
104833,2011-11-18 09:00:00,29.706,-85.39,"A",NA,NA,NA,NA
104833,2011-11-19 01:57:00,29.734,-85.376,"B",NA,NA,NA,NA
104833,2011-11-19 12:18:00,29.745,-85.39,"B",NA,NA,NA,NA
104833,2011-11-20 01:28:00,29.739,-85.367,"B",NA,NA,NA,NA
104833,2011-11-20 02:51:00,29.742,-85.358,"A",NA,NA,NA,NA
104833,2011-11-20 07:37:00,29.196,-84.626,"Z",NA,NA,NA,NA
104833,2011-11-20 19:02:00,29.733,-85.329,"B",NA,NA,NA,NA
104833,2011-11-21 10:08:00,29.749,-85.368,"A",NA,NA,NA,NA
104833,2011-11-22 07:17:00,29.668,-85.786,"B",NA,NA,NA,NA
104833,2011-11-26 02:37:00,29.732,-85.437,"B",NA,NA,NA,NA
104833,2011-11-26 07:38:00,29.7,-85.292,"B",NA,NA,NA,NA
142658,2017-06-10 01:08:00,29.68398,-85.36981,"B",0,0,0,47
142658,2017-06-10 02:37:00,29.68617,-85.37221,"2",309,1134,84,102
142658,2017-06-10 04:15:00,29.68448,-85.36926,"A",592,1962,178,147
142658,2017-06-11 01:14:00,29.69061,-85.37377,"B",2063,31971,133,153
142658,2017-06-11 02:11:00,29.68675,-85.37102,"A",219,611,78,119
142658,2017-06-11 03:52:00,29.68698,-85.36992,"3",212,371,121,173
142658,2017-06-12 01:51:00,29.67548,-85.34237,"B",3911,9236,1656,94
142658,2017-06-12 03:32:00,29.68703,-85.37146,"B",808,4230,154,168
142658,2017-06-13 01:32:00,29.66689,-85.36036,"B",4020,8217,1966,73
142658,2017-06-13 02:26:00,29.67001,-85.36081,"B",2835,181884,44,96
142658,2017-06-13 03:11:00,29.66991,-85.35503,"3",192,323,113,68
142658,2017-06-14 01:13:00,29.66977,-85.35025,"B",2209,34950,139,133
142658,2017-06-14 01:21:00,29.68329,-85.36442,"B",1209,7191,203,136
142658,2017-06-15 01:04:00,29.67952,-85.36741,"1",1063,4952,228,151
142658,2017-06-15 02:29:00,29.68651,-85.37106,"3",151,465,49,77
142658,2017-06-15 04:10:00,29.68988,-85.37087,"B",1322,1672,1045,83
142658,2017-06-16 01:37:00,29.68233,-85.36948,"B",4081,8814,1889,80
142658,2017-06-16 02:07:00,29.68907,-85.36996,"B",2697,112769,64,47
142658,2017-06-16 03:50:00,29.69358,-85.37069,"B",1703,14159,204,21
142658,2017-06-16 08:58:00,29.68583,-85.37271,"B",2643,3112,2243,52
142658,2017-06-17 01:29:00,29.6829,-85.38156,"B",4044,8124,2013,107
142658,2017-06-17 01:50:00,29.68591,-85.37207,"3",167,234,118,135
142658,2017-06-17 02:41:00,29.68604,-85.37168,"A",665,8723,50,82
142658,2017-06-17 03:25:00,29.68676,-85.37182,"A",811,5120,128,61
142658,2017-06-18 01:26:00,29.68917,-85.37176,"2",312,722,135,6
142658,2017-06-18 02:20:00,29.68926,-85.3717,"B",1040,1144,945,91
142658,2017-06-18 03:06:00,29.6901,-85.37234,"B",1371,1483,1266,89
142658,2017-06-19 00:23:00,30.40016,-86.5975,"0",11317,29471,4345,105
142658,2017-06-19 01:05:00,30.38824,-86.75593,"A",984,2147,451,119
142658,2017-06-19 01:06:00,30.38873,-86.7593,"A",485,758,310,128
142658,2017-06-19 02:08:00,30.38723,-86.80314,"B",1088,1243,951,91
142658,2017-06-19 02:44:00,30.39317,-86.72062,"2",344,3190,37,77
142658,2017-06-19 03:37:00,30.38646,-86.70806,"A",586,2147,159,168
142658,2017-06-19 04:27:00,30.34253,-86.74469,"0",2445,4763,1255,164
142658,2017-06-20 02:26:00,29.64591,-85.42287,"0",5583,11753,2652,83
142658,2017-06-20 03:18:00,29.62131,-85.42481,"B",196557,606106,63742,70
142658,2017-06-22 01:45:00,29.68421,-85.37047,"A",288,830,100,39
142658,2017-06-23 01:21:00,29.68409,-85.37001,"3",220,368,131,148
142658,2017-06-23 02:15:00,29.67492,-85.36295,"B",1022,1168,893,95
142658,2017-06-23 03:01:00,29.68427,-85.37263,"A",1000,7236,138,60
142658,2017-06-24 02:41:00,29.6873,-85.37203,"1",833,5053,137,76
142658,2017-06-24 07:30:00,29.68596,-85.37192,"B",4896,6712,3571,85
142658,2017-09-22 15:44:00,30.38238,-86.8618,"1",546,5855,50,101
142658,2017-09-22 17:23:00,30.38458,-86.85963,"B",2014,2478,1637,101
142658,2017-09-22 21:46:00,30.39328,-86.85653,"B",2640,5110,1363,98
142658,2017-09-22 22:51:00,30.38274,-86.8509,"B",1518,24761,93,114
142658,2017-09-22 23:13:00,30.38111,-86.84816,"B",1192,3077,461,111
142658,2017-09-22 23:25:00,30.38164,-86.84867,"B",1216,2560,577,108
142658,2017-09-23 00:30:00,30.37763,-86.84604,"B",1489,2996,740,100
142658,2017-09-23 00:58:00,30.37689,-86.84708,"B",1556,2866,844,107
142658,2017-09-23 01:26:00,30.3771,-86.84781,"B",1687,2675,1064,111
142658,2017-09-23 11:45:00,30.36106,-86.81879,"B",2779,81967,94,114
142658,2017-09-23 13:17:00,30.37103,-86.84565,"B",2345,5977,920,114
142658,2017-09-23 13:28:00,30.37292,-86.84776,"B",2238,5097,982,112
142658,2017-09-23 13:46:00,30.37235,-86.84633,"B",2168,4278,1098,113
142658,2017-09-23 16:59:00,30.36477,-86.83952,"B",2693,3638,1992,114
142658,2017-09-23 19:51:00,30.36875,-86.83527,"B",2761,5786,1317,106
142658,2017-09-23 22:19:00,30.37186,-86.83983,"B",1312,7117,241,155
142658,2017-09-24 10:02:00,30.36549,-86.82222,"B",2867,8719,942,105
142658,2017-09-24 11:41:00,30.36888,-86.83279,"B",3153,7519,1322,103
142658,2017-09-24 12:49:00,30.37142,-86.85067,"B",2086,41535,104,121
142658,2017-09-24 13:09:00,30.38084,-86.8629,"B",1080,35687,32,102
142658,2017-09-24 14:46:00,30.38025,-86.86656,"B",1029,8611,123,58
142658,2017-09-24 15:58:00,30.38036,-86.86975,"B",1405,2732,722,72
142658,2017-09-24 21:22:00,30.37942,-86.85298,"B",1032,9366,113,171
142658,2017-09-25 10:40:00,30.37838,-86.87193,"B",3189,6155,1652,83
142658,2017-09-25 12:36:00,30.37799,-86.86292,"B",3113,12832,755,89
142658,2017-09-25 13:02:00,30.37844,-86.86472,"B",3145,12468,793,88
142658,2017-09-25 14:35:00,30.3783,-86.85818,"B",1565,21246,115,52
142658,2017-09-25 14:43:00,30.37878,-86.85757,"A",165,301,90,99
142658,2017-09-25 15:43:00,30.37862,-86.85734,"B",1074,1250,922,90
142658,2017-09-25 16:23:00,30.3782,-86.85758,"B",1261,1788,889,94
142658,2017-09-25 19:29:00,30.37698,-86.85668,"B",1993,3322,1195,86
142658,2017-09-25 22:06:00,30.37693,-86.85502,"B",2584,3609,1849,89
142658,2017-09-25 22:57:00,30.37788,-86.85514,"B",2347,5513,998,87
142658,2017-09-25 23:51:00,30.37849,-86.85527,"B",2384,6691,849,84
142658,2017-09-26 00:37:00,30.37901,-86.85456,"B",2071,7009,611,98
142658,2017-09-26 01:59:00,30.3793,-86.85364,"B",2238,6110,819,102
142658,2017-09-26 02:58:00,30.37982,-86.85306,"B",2178,4501,1053,93
142658,2017-09-26 09:35:00,30.38072,-86.84995,"B",3407,5144,2255,94
142658,2017-09-26 10:09:00,30.37772,-86.85949,"B",1337,3255,549,6
142658,2017-09-26 14:19:00,30.38675,-86.85706,"B",1340,15137,118,149
142658,2017-09-26 16:00:00,30.38596,-86.85896,"B",1860,3129,1105,149
142658,2017-09-26 19:23:00,30.37961,-86.8603,"B",2415,2598,2244,99
142658,2017-09-27 01:06:00,30.38672,-86.85792,"B",3040,4512,2047,122
142658,2017-09-27 01:38:00,30.38686,-86.85427,"B",2700,3003,2427,119
142658,2017-09-27 09:42:00,30.38515,-86.86337,"B",3878,4305,3493,125
142658,2017-09-27 12:29:00,30.37946,-86.85625,"B",3391,5619,2046,44
142658,2017-09-27 12:54:00,30.37923,-86.85504,"B",3082,7184,1322,53
142658,2017-09-27 15:45:00,30.38176,-86.85438,"B",3239,6427,1632,63
142658,2017-09-27 16:31:00,30.38322,-86.8504,"B",3069,5271,1787,57
142658,2017-09-27 22:29:00,30.382,-86.8438,"B",3056,5655,1650,99
142658,2017-09-27 22:54:00,30.38268,-86.84812,"B",2985,5411,1646,94
142658,2017-09-28 01:20:00,30.38387,-86.8518,"B",2720,3279,2255,65
142658,2017-09-28 09:09:00,30.38264,-86.84681,"B",3768,4745,2990,57
142658,2017-09-28 10:51:00,30.38311,-86.84816,"B",3048,14005,663,42
142658,2017-09-28 10:52:00,30.37322,-86.85715,"B",925,1171,730,82
142658,2017-09-28 12:20:00,30.37375,-86.85686,"B",1493,1961,1136,75
142658,2017-09-28 14:01:00,30.37646,-86.85159,"B",1793,2108,1524,124
142658,2017-09-28 15:27:00,30.37851,-86.84917,"B",2084,2680,1619,115
142658,2017-09-28 17:00:00,30.37513,-86.88916,"A",242,419,139,171
142658,2017-09-28 20:32:00,30.37812,-86.91109,"B",1969,2336,1659,95
142658,2017-09-28 22:16:00,30.37152,-86.90453,"B",2377,3465,1630,77
142658,2017-09-28 22:36:00,30.37914,-86.89597,"B",1799,31136,103,98
142658,2017-09-28 23:40:00,30.37944,-86.89322,"B",1922,5279,699,101
142658,2017-09-29 00:40:00,30.37242,-86.85865,"B",986,8535,113,21
142658,2017-09-29 10:39:00,30.34249,-86.79477,"B",3320,3380,3259,4
142658,2017-09-29 11:56:00,30.38051,-86.84036,"B",2149,100404,46,86
142658,2017-09-29 12:31:00,30.38011,-86.85675,"B",1106,15606,78,110
142658,2017-09-29 23:45:00,30.3788,-86.85568,"B",3581,4666,2748,90
142658,2017-09-30 02:18:00,30.37537,-86.86607,"B",3453,6464,1843,61
142658,2017-09-30 08:57:00,30.37829,-86.87506,"B",3848,6526,2268,81
142658,2017-09-30 09:48:00,30.37649,-86.87208,"B",3690,8230,1654,82
142658,2017-09-30 11:28:00,30.37621,-86.86578,"B",3453,5947,2004,78
142658,2017-09-30 11:56:00,30.37611,-86.86432,"B",3238,7513,1395,73
142658,2017-09-30 12:04:00,30.3765,-86.8643,"B",3206,7902,1300,74
142658,2017-09-30 13:35:00,30.37792,-86.8583,"B",3032,5402,1701,75
142658,2017-09-30 14:39:00,30.38022,-86.85669,"B",2889,7079,1178,81
142658,2017-09-30 15:34:00,30.38038,-86.85608,"B",2255,180879,28,101
142658,2017-09-30 16:24:00,30.38005,-86.85209,"B",2237,8042,622,99
142658,2017-10-01 01:06:00,30.37986,-86.8326,"B",3480,7526,1608,98
142658,2017-10-01 01:56:00,30.38225,-86.84554,"B",2553,3652,1784,72
142658,2017-10-01 11:45:00,30.38056,-86.84246,"B",3263,9583,1111,88
142658,2017-10-01 12:30:00,30.3805,-86.85042,"B",2325,6073,890,79
142658,2017-10-01 14:20:00,30.38253,-86.85228,"B",2538,6426,1002,84
142658,2017-10-01 19:58:00,30.3837,-86.86257,"B",3079,5575,1700,102
142658,2017-10-01 21:37:00,30.38273,-86.87313,"B",2952,4206,2071,115
142658,2017-10-01 23:12:00,30.37886,-86.87731,"B",2710,5891,1247,100
142658,2017-10-02 00:38:00,30.37422,-86.87803,"B",2641,8682,803,92
142658,2017-10-02 22:57:00,30.35073,-86.93917,"B",4941,9312,2621,78
142658,2017-10-03 02:55:00,30.37118,-86.90498,"B",5279,25534,1091,82
142658,2017-10-03 09:56:00,30.38028,-86.88979,"B",4806,15082,1531,94
142658,2017-10-03 11:27:00,30.38629,-86.87772,"B",4129,11874,1435,104
142658,2017-10-03 13:08:00,30.38379,-86.86534,"B",3906,9635,1583,98
142658,2017-10-03 14:14:00,30.38312,-86.8642,"B",3837,11508,1279,95
142658,2017-10-04 11:25:00,30.38096,-86.84014,"B",5310,8884,3173,115
142658,2017-10-04 12:49:00,30.37977,-86.8637,"A",168,609,46,103
142658,2017-10-04 16:37:00,30.38097,-86.86303,"B",1815,2865,1149,100
142658,2017-10-04 23:16:00,30.38291,-86.86321,"B",2843,4861,1662,79
142658,2017-10-05 12:10:00,30.35994,-86.8744,"B",3816,9487,1535,99
142658,2017-10-05 14:19:00,30.36665,-86.93668,"B",1744,33438,91,86
142658,2017-10-06 00:07:00,30.3679,-87.01332,"B",3702,5323,2574,85
142658,2017-10-06 01:52:00,30.36431,-86.97248,"B",4718,16214,1372,85
142658,2017-10-06 11:35:00,30.36262,-86.97889,"B",5524,13834,2205,82
142658,2017-10-06 15:53:00,30.3879,-86.99529,"B",5318,20011,1413,93
142658,2017-10-06 19:05:00,30.38402,-87.00324,"B",5496,22899,1319,96
142658,2017-10-06 23:50:00,30.38717,-87.0189,"B",5794,24220,1386,96
142658,2017-10-07 00:14:00,30.38244,-87.00099,"B",5697,27222,1192,94
142658,2017-10-07 04:03:00,30.38305,-86.99809,"B",5862,19527,1759,95
142658,2017-10-07 11:03:00,30.39682,-86.9511,"B",4287,7484,2455,118
142658,2017-10-07 13:58:00,30.39463,-86.9394,"B",4106,20701,814,112
142658,2017-10-07 22:19:00,30.40532,-86.93313,"B",4750,11706,1927,118
142658,2017-10-07 23:43:00,30.40218,-86.91666,"B",4724,11029,2023,121
142658,2017-10-08 02:51:00,30.37522,-86.87829,"B",2513,112951,55,83
142658,2017-10-08 10:35:00,30.33746,-86.85386,"A",697,2404,202,173
142658,2017-10-09 10:09:00,30.30428,-86.7945,"B",7299,9513,5599,32
142658,2017-10-09 13:33:00,30.36123,-86.79978,"B",4665,10082,2158,90
142658,2017-10-09 15:50:00,30.37814,-86.81295,"B",2819,42549,186,90
142658,2017-10-09 23:16:00,30.39535,-86.79003,"B",3448,8469,1403,76
142658,2017-10-10 02:03:00,30.39495,-86.79144,"B",3760,7458,1895,66
142658,2017-10-10 03:50:00,30.38885,-86.792,"B",3422,9031,1296,79
142658,2017-10-10 11:14:00,30.40297,-86.77694,"B",3609,6010,2166,56
142658,2017-10-10 23:06:00,30.42207,-86.77487,"B",4990,7026,3543,51
142658,2017-10-11 02:24:00,30.39359,-86.8041,"B",4712,5452,4072,74
142658,2017-10-11 15:55:00,30.39736,-86.81271,"B",4920,10592,2285,75
142658,2017-10-11 16:49:00,30.39348,-86.81422,"B",4824,10693,2176,79
142658,2017-10-11 19:51:00,30.38926,-86.81938,"B",4312,11957,1554,63
142658,2017-10-11 22:05:00,30.38433,-86.82885,"B",3096,4261,2248,70
142658,2017-10-11 22:50:00,30.38487,-86.83114,"B",3185,4422,2293,68
142658,2017-10-12 15:33:00,30.38238,-86.83156,"B",4422,8153,2398,101
142658,2017-10-13 00:02:00,30.40074,-86.78322,"A",3586,19220,669,108
142658,2017-10-13 00:18:00,30.38015,-86.85472,"3",161,427,60,98
142658,2017-10-13 01:57:00,30.37981,-86.8543,"B",1353,1610,1137,95
142658,2017-10-13 08:05:00,30.37835,-86.85489,"B",2602,4021,1682,95
142658,2017-10-13 11:20:00,30.37942,-86.85416,"B",2643,6721,1039,79
142658,2017-10-13 12:58:00,30.37962,-86.85246,"B",2799,5387,1453,82
142658,2017-10-13 19:22:00,30.37506,-86.85078,"B",3743,6062,2310,86
142658,2017-10-13 22:47:00,30.37665,-86.84897,"B",4146,6366,2700,88
142658,2017-10-14 00:40:00,30.37548,-86.85008,"B",4025,6751,2399,100
142658,2017-10-14 13:04:00,30.37377,-86.84649,"B",4827,9421,2473,88
142658,2017-10-15 00:48:00,30.38121,-86.84942,"B",5570,11058,2805,82
142658,2017-10-15 01:34:00,30.38619,-86.8648,"B",4384,12519,1535,60
142658,2017-10-15 02:04:00,30.37724,-86.87713,"B",2624,5046,1364,84
142658,2017-10-16 00:12:00,30.38811,-86.87287,"B",6044,19950,1831,106
142658,2017-10-16 02:40:00,30.37288,-86.89611,"B",7680,66438,887,87
142658,2017-10-16 03:31:00,30.37659,-86.8626,"B",4296,15567,1185,79
142658,2017-10-16 23:40:00,30.33609,-86.91535,"B",6861,17802,2644,75
142658,2017-10-17 20:15:00,30.37205,-86.871,"B",4573,7840,2667,109
142658,2017-10-17 22:55:00,30.35077,-86.872,"B",5114,7421,3524,112
142658,2017-10-17 23:13:00,30.3734,-86.86242,"B",4216,17998,987,112
142658,2017-10-18 15:09:00,30.34283,-86.85196,"B",4221,83853,212,112
142658,2017-10-18 16:05:00,30.3479,-86.8681,"B",2533,9038,709,110
142658,2017-10-18 21:48:00,30.37018,-86.91338,"B",2732,7264,1027,83
142658,2017-10-23 23:55:00,30.38194,-86.86239,"B",4958,408366,60,106
142658,2017-10-24 02:14:00,30.38418,-86.87197,"B",4820,17569,1322,109
142658,2017-10-24 14:36:00,30.36345,-86.77344,"B",5824,9045,3750,95
142658,2017-10-24 20:32:00,30.35386,-86.75261,"B",5763,10505,3161,89
142658,2017-10-24 22:15:00,30.39106,-86.83185,"B",3577,19726,648,75
142658,2017-10-24 23:20:00,30.38991,-86.845,"B",2609,6688,1017,78
142658,2017-10-25 03:37:00,30.39394,-86.85097,"B",2870,6069,1357,60
142658,2017-10-26 09:36:00,30.40661,-86.89356,"B",2947,12129,715,127
142658,2017-10-26 11:54:00,30.38096,-86.86423,"B",1995,2726,1459,97
142658,2017-10-26 20:19:00,30.36549,-86.85072,"B",3053,4603,2024,49
142658,2017-10-27 10:28:00,30.36036,-86.84576,"B",4257,8367,2166,64
142658,2017-10-27 10:38:00,30.37692,-86.83943,"B",3351,8625,1301,83
142658,2017-10-27 10:54:00,30.37776,-86.83857,"B",3025,9764,936,91
142658,2017-10-27 11:46:00,30.37657,-86.83854,"B",3088,8234,1158,92
142658,2017-10-27 21:46:00,30.37356,-86.83292,"B",3882,13257,1136,96
142658,2017-10-27 23:08:00,30.37499,-86.83046,"B",1998,5904,676,139
142658,2017-10-28 13:53:00,30.38274,-86.81969,"B",3711,5580,2468,76
142658,2017-10-28 21:32:00,30.36875,-86.85784,"B",1646,16961,159,102
142658,2017-10-29 00:02:00,30.36759,-86.86312,"B",2111,3506,1270,99
142658,2017-10-29 08:21:00,30.37092,-86.86648,"B",3178,6530,1546,97
142658,2017-10-29 10:02:00,30.3734,-86.86472,"B",3230,7707,1353,92
142658,2017-10-30 22:35:00,30.37984,-86.87567,"B",2424,13938,421,125
142658,2017-10-31 01:33:00,30.38035,-86.87528,"B",3004,6607,1365,123
142658,2017-10-31 09:42:00,30.37866,-86.87646,"B",3724,5643,2457,100
142658,2017-10-31 15:35:00,30.38467,-86.87471,"B",4129,7428,2295,101
142658,2017-10-31 20:58:00,30.37775,-86.87079,"B",3807,15802,916,85
142658,2017-11-01 04:32:00,30.3841,-86.84974,"B",2812,11649,679,122
142658,2017-11-07 21:19:00,30.38147,-86.59509,"B",2053,32884,128,7
142658,2017-11-08 00:21:00,30.3795,-86.59147,"B",2567,4591,1434,17
142658,2017-11-08 03:52:00,30.38118,-86.59215,"B",3130,4633,2114,23
142658,2017-11-08 22:09:00,30.38785,-86.58175,"B",4754,7743,2918,49
142658,2017-11-08 23:26:00,30.39418,-86.58334,"B",3145,12719,777,91
142658,2017-11-09 01:01:00,30.39815,-86.58373,"B",3209,8619,1194,90
142658,2017-11-09 01:47:00,30.39135,-86.59252,"B",318,501,201,140
142658,2017-11-09 02:40:00,30.39419,-86.60116,"B",1961,5421,709,116
